facade_image_000000.png,0.666667,0.933333,0.6638,0.5582
facade_image_000001.png,0.133333,0.533333,0.7751,0.5564
facade_image_000002.png,0.2,0.6,0.7391,0.6143
facade_image_000003.png,0.6,0.533333,0.5228,0.5369
facade_image_000004.png,0.533333,0.333333,0.6038,0.7082
facade_image_000005.png,0.6,0.6,0.6098,0.6749
facade_image_000006.png,0.866667,0.266667,0.6116,0.7805
facade_image_000007.png,0.466667,0.333333,0.7601,0.6383
facade_image_000008.png,0.266667,1,0.581,0.7433
facade_image_000009.png,0.866667,0.0666667,0.7172,0.746
facade_image_000010.png,1,0.533333,0.5615,0.5276
facade_image_000011.png,0.6,0.2,0.6545,0.635
facade_image_000012.png,0,0.533333,0.7688,0.5855
facade_image_000013.png,0.866667,0.866667,0.611,0.7103
facade_image_000014.png,0.4,0.933333,0.5879,0.659
facade_image_000015.png,0.2,0,0.6407,0.6131
facade_image_000016.png,0.6,0.4,0.5306,0.7007
facade_image_000017.png,0.533333,0.666667,0.7433,0.5663
facade_image_000018.png,0.533333,0.666667,0.7505,0.7214
facade_image_000019.png,0.2,0.466667,0.6572,0.7757
facade_image_000020.png,0.8,0.866667,0.6401,0.6764
facade_image_000021.png,0.6,0.8,0.7145,0.761
facade_image_000022.png,0.266667,0.466667,0.7373,0.5627
facade_image_000023.png,0.0666667,0.733333,0.5429,0.6863
facade_image_000024.png,0.8,0.0666667,0.6794,0.6389
facade_image_000025.png,0.266667,0.866667,0.7811,0.5495
facade_image_000026.png,0.2,0.866667,0.7157,0.638
facade_image_000027.png,0.4,1,0.509,0.5579
facade_image_000028.png,0.8,0.133333,0.68,0.7571
facade_image_000029.png,0.933333,0.466667,0.5327,0.7949
facade_image_000030.png,0.266667,0.0666667,0.692,0.7184
facade_image_000031.png,0.933333,0.866667,0.7208,0.7202
facade_image_000032.png,0.866667,0.466667,0.6071,0.674
facade_image_000033.png,0.666667,0.4,0.6743,0.7571
facade_image_000034.png,0.466667,0.8,0.5612,0.7868
facade_image_000035.png,0.2,0.8,0.6137,0.5306
facade_image_000036.png,0.8,0.8,0.7745,0.7577
facade_image_000037.png,0.2,0.666667,0.7451,0.6575
facade_image_000038.png,0.733333,0.933333,0.7058,0.6923
facade_image_000039.png,0.333333,0.733333,0.6842,0.7013
facade_image_000040.png,0.866667,0.733333,0.7472,0.6299
facade_image_000041.png,0.466667,1,0.6842,0.5999
facade_image_000042.png,0.6,0.666667,0.6329,0.5006
facade_image_000043.png,0.466667,0.733333,0.5405,0.7427
facade_image_000044.png,0.0666667,0.933333,0.6737,0.5243
facade_image_000045.png,0.466667,0.8,0.6455,0.584
facade_image_000046.png,0.4,0.266667,0.5456,0.6836
facade_image_000047.png,0.866667,0,0.5654,0.7778
facade_image_000048.png,0.866667,0.266667,0.6443,0.7343
facade_image_000049.png,1,0.266667,0.6368,0.6521
facade_image_000050.png,1,1,0.6137,0.5465
facade_image_000051.png,0.866667,1,0.536,0.5186
facade_image_000052.png,0.933333,1,0.6509,0.6107
facade_image_000053.png,0.933333,0,0.5837,0.6158
facade_image_000054.png,0.466667,1,0.6614,0.6515
facade_image_000055.png,0.2,0.133333,0.7424,0.569
facade_image_000056.png,0.733333,0.6,0.5108,0.7262
facade_image_000057.png,0.266667,0.466667,0.6656,0.5063
facade_image_000058.png,0.933333,0.0666667,0.6296,0.6149
facade_image_000059.png,0.533333,0.466667,0.7172,0.5708
facade_image_000060.png,0.2,1,0.632,0.62
facade_image_000061.png,0.733333,0.4,0.7409,0.6245
facade_image_000062.png,0.266667,0.4,0.5894,0.7595
facade_image_000063.png,0.133333,0.266667,0.554,0.6233
facade_image_000064.png,0.333333,0.533333,0.5456,0.7208
facade_image_000065.png,0.266667,0.466667,0.6626,0.5363
facade_image_000066.png,0.533333,0.733333,0.7787,0.7628
facade_image_000067.png,0.533333,0.133333,0.7487,0.7253
facade_image_000068.png,0.133333,0,0.6527,0.6866
facade_image_000069.png,0.2,0.266667,0.7352,0.6566
facade_image_000070.png,0.866667,0.866667,0.6161,0.6686
facade_image_000071.png,0,0.8,0.7769,0.593
facade_image_000072.png,1,0.733333,0.5795,0.7694
facade_image_000073.png,0.6,1,0.539,0.5453
facade_image_000074.png,0.133333,0.933333,0.5621,0.6764
facade_image_000075.png,0.933333,0.6,0.6251,0.6056
facade_image_000076.png,0.866667,0.466667,0.704,0.6617
facade_image_000077.png,0.933333,0.533333,0.5564,0.644
facade_image_000078.png,0,0,0.5333,0.7259
facade_image_000079.png,0.666667,0.4,0.7943,0.5267
facade_image_000080.png,1,1,0.7724,0.5315
facade_image_000081.png,0.133333,0.4,0.6845,0.5249
facade_image_000082.png,0.4,0.266667,0.665,0.5264
facade_image_000083.png,0.733333,0.0666667,0.7853,0.5279
facade_image_000084.png,0.933333,0.866667,0.5108,0.6638
facade_image_000085.png,0.533333,0.666667,0.7019,0.6032
facade_image_000086.png,0.0666667,0.133333,0.6134,0.5717
facade_image_000087.png,0.2,0.0666667,0.5012,0.6503
facade_image_000088.png,1,0.8,0.767,0.5627
facade_image_000089.png,0.0666667,0.133333,0.6755,0.7487
facade_image_000090.png,0.466667,0.2,0.6749,0.6422
facade_image_000091.png,0.333333,0.466667,0.7271,0.6281
facade_image_000092.png,0.866667,0,0.7307,0.7814
facade_image_000093.png,0.866667,0.266667,0.6698,0.7769
facade_image_000094.png,0.733333,1,0.6647,0.5156
facade_image_000095.png,0.6,0.4,0.6542,0.6461
facade_image_000096.png,0.8,0.4,0.7421,0.7721
facade_image_000097.png,0.466667,0.333333,0.7691,0.5666
facade_image_000098.png,0.533333,0.466667,0.7709,0.7562
facade_image_000099.png,0.533333,1,0.65,0.5153
facade_image_000100.png,0.8,0.533333,0.6797,0.614
facade_image_000101.png,0.666667,0.666667,0.6797,0.7934
facade_image_000102.png,0.533333,0.6,0.6881,0.53
facade_image_000103.png,0.4,0.533333,0.5606,0.6374
facade_image_000104.png,0.4,0.933333,0.5456,0.6572
facade_image_000105.png,0.333333,0.933333,0.7037,0.5123
facade_image_000106.png,0.933333,0.666667,0.5234,0.6353
facade_image_000107.png,0.8,0,0.5924,0.5528
facade_image_000108.png,0.2,1,0.6803,0.6443
facade_image_000109.png,0.466667,0.933333,0.5957,0.638
facade_image_000110.png,0.733333,0.733333,0.5462,0.6731
facade_image_000111.png,0.2,0.533333,0.7112,0.7619
facade_image_000112.png,0.466667,0.733333,0.7496,0.5954
facade_image_000113.png,0.333333,0.866667,0.5567,0.7181
facade_image_000114.png,0.333333,0.6,0.7586,0.5192
facade_image_000115.png,0.2,0.6,0.6035,0.5126
facade_image_000116.png,0.0666667,0.933333,0.6344,0.746
facade_image_000117.png,0.6,0.733333,0.7775,0.5756
facade_image_000118.png,1,0.266667,0.6392,0.7682
facade_image_000119.png,0.666667,0.4,0.6548,0.7622
facade_image_000120.png,0.333333,0.6,0.5702,0.692
